Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1080,20,RL,65.0,8775,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,1.0,6.0,495,1.0,0,495,990,GasA,3,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,5,1996.0,1.0,1,299,3.0,3.0,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
1081,20,RL,80.0,11040,Pave,0,0,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,3,3,CBlock,3.0,3.0,1.0,5.0,656,1.0,0,602,1258,GasA,4,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,5,1971.0,2.0,2,528,3.0,3.0,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000
1082,20,RL,75.0,7500,Pave,0,0,AllPub,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3.0,3.0,1.0,5.0,824,1.0,0,216,1040,GasA,1,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,5,1963.0,3.0,1,308,3.0,3.0,Y,0,0,220,0,0,0,0,6,2010,WD,Normal,133000
1083,20,RL,70.0,8749,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1459,1459,GasA,4,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,5,2002.0,2.0,2,527,3.0,3.0,Y,192,39,0,0,0,0,0,9,2007,WD,Normal,192000
1084,20,RL,80.0,8800,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,2,2,CBlock,3.0,3.0,1.0,4.0,553,1.0,0,698,1251,GasA,2,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,5,1964.0,2.0,1,461,3.0,3.0,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,160000
1086,85,RL,73.0,9069,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4.0,3.0,3.0,6.0,747,1.0,0,189,936,GasA,4,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,Gd,5,Typ,0,5,1992.0,1.0,2,564,3.0,3.0,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,147000
1088,60,FV,85.0,10574,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,2.0,1.0,0,1.0,0,1082,1082,GasA,4,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,Gd,9,Typ,1,5,2005.0,2.0,3,1043,3.0,3.0,Y,160,50,0,0,0,0,0,5,2009,WD,Normal,252000
1089,160,RM,24.0,2522,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,970,970,GasA,4,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,1,2004.0,1.0,2,380,3.0,3.0,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,137500
1090,120,FV,37.0,3316,Pave,1,0,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,1039,1.0,0,208,1247,GasA,4,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,5,2005.0,3.0,2,550,3.0,3.0,Y,0,84,0,0,0,0,0,4,2006,WD,Normal,197000
1092,160,FV,24.0,2160,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,3,2,PConc,4.0,3.0,1.0,4.0,510,1.0,0,90,600,GasA,4,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,1,1999.0,1.0,2,462,3.0,3.0,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,160000
1093,50,RL,60.0,8400,Pave,0,1,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3.0,3.0,1.0,3.0,423,1.0,0,758,1181,GasA,1,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,TA,7,Typ,1,1,1925.0,1.0,2,576,3.0,3.0,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,136500
1094,20,RL,71.0,9230,Pave,0,0,AllPub,Corner,0,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,2,2,CBlock,3.0,3.0,2.0,6.0,661,1.0,0,203,864,GasA,3,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,1,1977.0,1.0,2,884,3.0,3.0,Y,0,64,0,0,0,0,0,10,2006,WD,Normal,146000
1095,20,RL,74.0,5868,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,248,3.0,240,448,936,GasA,4,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,5,1956.0,3.0,1,308,3.0,3.0,Y,0,0,80,0,160,0,0,5,2010,WD,Normal,129000
1096,20,RL,78.0,9317,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,24,1.0,0,1290,1314,GasA,3,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,5,2006.0,2.0,2,440,3.0,3.0,Y,0,22,0,0,0,0,0,3,2007,WD,Normal,176432
1099,50,RM,50.0,6000,Pave,0,0,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,3.0,1.0,4.0,672,1.0,0,0,672,GasA,2,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,1,1936.0,1.0,1,240,3.0,3.0,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,128000
1100,20,RL,82.0,11880,Pave,1,0,AllPub,Inside,0,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,2,2,CBlock,4.0,3.0,1.0,5.0,704,1.0,0,567,1271,GasA,2,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,5,1978.0,2.0,2,478,3.0,3.0,Y,0,0,0,0,0,0,0,4,2009,COD,Abnorml,157000
1101,30,RL,60.0,8400,Pave,0,1,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,290,1.0,0,0,290,GasA,2,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,0,1,1930.0,1.0,1,246,3.0,3.0,N,0,0,0,0,0,0,0,1,2009,WD,Normal,60000
1102,20,RL,61.0,9758,Pave,1,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,412,2.0,287,251,950,GasA,2,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,1,1981.0,1.0,1,280,3.0,3.0,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,119500
1103,20,RL,70.0,7000,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,2,2,CBlock,3.0,3.0,1.0,3.0,588,1.0,0,422,1010,GasA,4,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,5,1960.0,2.0,1,254,3.0,3.0,Y,0,16,0,0,0,0,0,4,2007,WD,Family,135000
1104,20,RL,79.0,8910,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3.0,3.0,2.0,5.0,655,1.0,0,0,655,GasA,4,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,3,1954.0,3.0,2,539,3.0,3.0,Y,0,0,192,0,0,0,0,7,2006,WD,Normal,159500
1105,160,RM,24.0,2016,Pave,0,0,AllPub,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,630,630,GasA,2,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,1,1970.0,1.0,2,440,3.0,3.0,Y,0,0,0,0,0,0,0,4,2007,WD,Normal,106000
1106,60,RL,98.0,12256,Pave,1,0,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,3,2,PConc,5.0,3.0,3.0,6.0,1032,1.0,0,431,1463,GasA,4,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,5,1994.0,2.0,2,712,3.0,3.0,Y,186,32,0,0,0,0,0,4,2010,WD,Normal,325000
1107,20,RL,114.0,10357,Pave,1,0,AllPub,Corner,0,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4.0,3.0,2.0,6.0,738,1.0,0,172,910,GasA,3,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,Gd,6,Typ,1,5,1990.0,3.0,2,719,3.0,3.0,Y,0,244,0,0,0,0,0,5,2007,WD,Normal,179900
1108,60,RL,168.0,23257,Pave,3,2,AllPub,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,1.0,0,1.0,0,868,868,GasA,4,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,Typ,1,3,2006.0,2.0,2,422,3.0,3.0,Y,0,100,0,0,0,0,0,9,2006,New,Partial,274725
1110,20,RL,107.0,11362,Pave,1,0,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,3,2,PConc,5.0,3.0,2.0,6.0,1039,1.0,0,797,1836,GasA,4,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,5,2004.0,3.0,3,862,3.0,3.0,Y,125,185,0,0,0,0,0,3,2009,WD,Normal,280000
1112,60,RL,80.0,10480,Pave,0,0,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,2,2,CBlock,3.0,3.0,1.0,5.0,403,1.0,0,400,803,GasA,2,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,TA,8,Typ,1,5,1976.0,2.0,2,483,3.0,3.0,Y,0,69,0,0,0,0,0,9,2008,WD,Normal,205000
1113,20,RL,73.0,7100,Pave,1,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3.0,3.0,1.0,6.0,708,1.0,0,108,816,GasA,2,Y,FuseA,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,1,1957.0,1.0,1,308,3.0,3.0,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,129900
1114,20,RL,66.0,8923,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,643,1.0,0,365,1008,GasA,3,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,5,1953.0,1.0,1,240,3.0,3.0,Y,0,18,0,0,0,0,0,5,2007,WD,Normal,134500
1115,20,RL,90.0,5400,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,3.0,415,1.0,0,418,833,GasA,4,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,1,1955.0,1.0,1,326,3.0,3.0,Y,0,0,0,0,0,0,0,8,2006,WD,Normal,117000
1116,20,RL,93.0,12085,Pave,0,0,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,3,2,PConc,5.0,3.0,1.0,6.0,1004,1.0,0,730,1734,GasA,4,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,5,2007.0,2.0,3,928,3.0,3.0,Y,0,0,0,0,0,0,0,11,2007,New,Partial,318000
1118,20,RL,57.0,9764,Pave,1,0,AllPub,FR2,0,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,702,1.0,0,192,894,GasA,4,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,5,1967.0,2.0,2,450,3.0,3.0,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130000
1119,80,RL,85.0,13825,Pave,0,0,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,533,533,GasA,2,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,3,1958.0,2.0,1,300,3.0,3.0,Y,280,34,0,0,0,0,0,12,2008,WD,Normal,140000
1120,20,RL,70.0,7560,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,2.0,369,1.0,0,671,1040,GasA,2,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,5,1959.0,2.0,1,286,3.0,3.0,Y,140,0,252,0,0,0,0,7,2006,WD,Normal,133700
1121,30,RM,59.0,8263,Pave,0,1,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,1012,1012,GasA,2,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,1,1920.0,1.0,1,308,3.0,3.0,Y,0,22,112,0,0,0,0,5,2007,WD,Normal,118400
1122,20,RL,84.0,10084,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,3,2,PConc,4.0,3.0,3.0,6.0,24,1.0,0,1528,1552,GasA,4,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,5,2005.0,2.0,3,782,3.0,3.0,Y,144,20,0,0,0,0,0,7,2006,New,Partial,212900
1126,20,RL,60.0,10434,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1005,1005,GasA,2,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,1,1977.0,1.0,2,672,2.0,2.0,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
1127,120,RL,53.0,3684,Pave,0,0,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1373,1373,GasA,4,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,5,2007.0,3.0,3,660,3.0,3.0,Y,143,20,0,0,0,0,0,6,2009,WD,Normal,174000
1128,20,RL,182.0,14572,Pave,3,0,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,6.0,1300,1.0,0,230,1530,GasA,4,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,5,2004.0,3.0,3,630,3.0,3.0,Y,144,36,0,0,0,0,0,11,2007,WD,Family,259000
1129,60,RL,59.0,11796,Pave,1,0,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,847,847,GasA,4,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,3,2004.0,3.0,2,434,3.0,3.0,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,215000
1130,90,RM,60.0,7200,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,2,2,CBlock,4.0,3.0,4.0,6.0,936,1.0,0,0,936,GasA,2,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,1,1980.0,1.0,2,672,3.0,3.0,Y,49,0,0,0,0,0,0,8,2007,WD,Normal,140000
1131,50,RL,65.0,7804,Pave,0,0,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,2,2,BrkTil,3.0,3.0,1.0,4.0,622,1.0,0,500,1122,GasA,2,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,1,1981.0,1.0,2,576,3.0,3.0,Y,431,44,0,0,0,0,0,12,2009,WD,Normal,135000
1133,70,RM,90.0,9900,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,3.0,2.0,1.0,0,1.0,0,1008,1008,GasW,2,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,1,1930.0,1.0,1,205,2.0,3.0,N,0,48,0,0,0,0,0,5,2007,WD,Normal,117500
1134,60,RL,80.0,9828,Pave,1,0,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,584,1.0,0,544,1128,GasA,4,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,5,1995.0,2.0,2,466,3.0,3.0,Y,0,155,0,0,0,0,0,6,2009,WD,Normal,239500
1135,60,RL,57.0,8773,Pave,1,2,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,916,916,GasA,3,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,5,1997.0,3.0,2,460,3.0,3.0,Y,100,38,0,0,0,0,0,8,2007,WD,Normal,169000
1136,30,RM,60.0,6180,Pave,0,0,AllPub,Corner,0,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,960,960,GasA,2,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,1,1926.0,1.0,1,180,3.0,3.0,Y,0,128,0,0,0,0,0,5,2007,WD,Normal,102000
1137,50,RL,80.0,9600,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,280,1.0,0,752,1032,GasA,2,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,5,1950.0,1.0,1,288,3.0,3.0,Y,0,0,96,0,0,0,0,4,2008,WD,Abnorml,119000
1140,30,RL,98.0,8731,Pave,1,0,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,1,BrkTil,3.0,3.0,1.0,4.0,645,1.0,0,270,915,GasA,2,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,1,1972.0,1.0,2,495,3.0,3.0,Y,0,0,216,0,126,0,0,5,2007,WD,Normal,144000
1141,20,RL,60.0,7350,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3.0,3.0,2.0,5.0,852,1.0,0,100,952,GasA,2,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,1,1988.0,1.0,2,840,3.0,3.0,Y,0,0,0,0,0,0,0,6,2008,COD,Abnorml,139000
1143,60,RL,77.0,9965,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,3,2,PConc,5.0,3.0,4.0,6.0,1150,1.0,0,316,1466,GasA,4,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,3,2006.0,2.0,3,1052,3.0,3.0,Y,125,144,0,0,0,0,0,4,2007,New,Partial,424870
1145,190,RL,60.0,12180,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,BrkTil,4.0,3.0,1.0,4.0,348,1.0,0,324,672,Grav,1,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,1,1941.0,1.0,1,280,3.0,3.0,Y,0,0,0,0,0,0,0,7,2010,WD,Normal,80000
1146,50,RM,52.0,6240,Pave,0,0,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,1042,1042,GasA,4,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,1,1928.0,1.0,1,225,3.0,3.0,Y,0,0,0,0,0,0,0,8,2006,WD,Family,149000
1148,70,RL,75.0,12000,Pave,0,1,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,3.0,275,1.0,0,429,704,GasA,4,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,5,1941.0,1.0,1,234,3.0,3.0,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,174500
1150,70,RM,50.0,9000,Pave,0,0,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3.0,3.0,1.0,5.0,624,1.0,0,26,650,GasA,4,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,1,1930.0,1.0,2,324,3.0,3.0,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,143000
1151,20,RL,57.0,8280,Pave,1,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,932,932,GasA,4,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,5,1950.0,1.0,1,306,3.0,3.0,Y,0,0,214,0,0,0,0,11,2007,WD,Normal,124000
1152,20,RL,134.0,17755,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,2,2,CBlock,3.0,3.0,1.0,4.0,176,1.0,0,1290,1466,GasA,2,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,5,1959.0,3.0,2,528,3.0,3.0,Y,0,140,0,0,100,0,0,11,2006,WD,Normal,149900
1153,20,RL,90.0,14115,Pave,1,0,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,2,2,PConc,3.0,3.0,1.0,5.0,296,6.0,547,230,1073,GasA,4,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,5,1956.0,3.0,2,470,3.0,3.0,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000
1156,20,RL,90.0,10768,Pave,1,0,AllPub,Corner,0,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,4.0,5.0,1157,1.0,0,280,1437,GasA,2,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,5,1976.0,2.0,2,528,3.0,3.0,Y,0,21,0,0,180,0,0,7,2007,WD,Normal,218000
